Date,Open,High,Low,Close,Adj Close,Volume
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.500818252563477,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.765398025512695,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.712474822998047,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.818317413330078,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,24.85359001159668,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.01236343383789,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,25.100553512573242,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.171117782592773,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.082902908325195,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.02998161315918,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.082902908325195,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.188739776611328,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.15348243713379,31000
1993-05-13,44.375,44.375,44.0,44.03125,24.85359001159668,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.835975646972656,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,24.924161911010742,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,24.90650177001953,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.418058395385742,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.488615036010742,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.259296417236328,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.365131378173828,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.418058395385742,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.735565185546875,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.647356033325195,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.52389907836914,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.77083969116211,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.735565185546875,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.647356033325195,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.559175491333008,32000
1993-06-07,45.375,45.375,45.125,45.125,25.470964431762695,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.24164390563965,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.329856872558594,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.34749984741211,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.453336715698242,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.418058395385742,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.365131378173828,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.418058395385742,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.506256103515625,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.29621696472168,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.349498748779297,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.367265701293945,137500
1993-06-23,44.625,44.625,44.21875,44.21875,25.136314392089844,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.473848342895508,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.456071853637695,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.740331649780273,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.615970611572266,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.615970611572266,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.54490852355957,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.402782440185547,285400
1993-07-06,44.625,44.75,44.15625,44.21875,25.136314392089844,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.20738410949707,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.491621017456055,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.562667846679688,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.54490852355957,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.52715301513672,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.615970611572266,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.509368896484375,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.438322067260742,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.420551300048828,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.491621017456055,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.473848342895508,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.29621696472168,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.420551300048828,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.562667846679688,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.54490852355957,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.491621017456055,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.633729934692383,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.491621017456055,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.562667846679688,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.580434799194336,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.580434799194336,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.52715301513672,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.562667846679688,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.704782485961914,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.687021255493164,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.687021255493164,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.615970611572266,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.651479721069336,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.793615341186523,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,25.88241195678711,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,26.0245304107666,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.0245304107666,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.04229736328125,80700
1993-08-23,45.625,45.75,45.625,45.71875,25.98900032043457,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.273244857788086,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.291000366210938,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.308765411376953,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.291000366210938,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.3975830078125,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.468639373779297,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.43310546875,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.34430503845215,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.3620548248291,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.184412002563477,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.095582962036133,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,26.148887634277344,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.37981605529785,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.3975830078125,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.291000366210938,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.3620548248291,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.255470275878906,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.204559326171875,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,25.99006462097168,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,25.900714874267578,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,26.11518096923828,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.2581844329834,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.186677932739258,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.472686767578125,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.4190616607666,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.329679489135742,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,26.27605628967285,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,26.40117645263672,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.436946868896484,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,26.40117645263672,436500
1993-10-06,46.1875,46.375,46.125,46.125,26.383316040039062,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,26.311809539794922,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,26.347562789916992,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,26.40117645263672,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26.436946868896484,26200
1993-10-13,46.25,46.25,46.15625,46.21875,26.436946868896484,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.776554107666016,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,26.9195613861084,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,26.84805679321289,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,26.651432037353516,880100
1993-10-20,46.75,46.75,46.5625,46.65625,26.68718910217285,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.651432037353516,56200
1993-10-22,46.65625,46.84375,46.375,46.375,26.52630043029785,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,26.597810745239258,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,26.5799560546875,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,26.597810745239258,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.79445457458496,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,26.79445457458496,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,26.86593246459961,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,26.84805679321289,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,26.508453369140625,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.22243309020996,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.347562789916992,363200
1993-11-08,46.09375,46.25,45.96875,46.125,26.383316040039062,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,26.40117645263672,246900
1993-11-10,46.15625,46.5,46.03125,46.5,26.597810745239258,46500
1993-11-11,46.5,46.625,46.34375,46.375,26.52630043029785,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,26.651432037353516,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.633562088012695,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.758689880371094,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.615690231323242,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.544174194335938,240800
1993-11-19,46.25,46.375,46.21875,46.3125,26.49055290222168,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,26.329679489135742,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,26.472686767578125,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,26.5799560546875,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,26.597810745239258,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,26.49055290222168,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,26.508453369140625,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,26.544174194335938,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,26.615690231323242,352000
1993-12-03,46.5,46.71875,46.5,46.71875,26.722938537597656,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,26.812297821044922,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,26.79445457458496,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,26.79445457458496,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,26.705059051513672,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,26.651432037353516,412900
1993-12-13,46.59375,46.875,46.53125,46.875,26.812297821044922,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.615690231323242,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,26.5799560546875,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,26.6693058013916,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,26.815879821777344,104700
1993-12-20,46.53125,46.65625,46.5,46.625,26.851871490478516,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.761899948120117,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,26.941869735717773,410300
1993-12-23,46.75,46.84375,46.6875,46.75,26.923864364624023,533800
1993-12-27,46.75,47.0,46.75,47.0,27.067834854125977,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,27.12183380126953,880600
1993-12-29,47.125,47.15625,47.0,47.03125,27.08584213256836,266700
1993-12-30,47.0,47.0,46.75,46.84375,26.977874755859375,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,26.83386993408203,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,26.761899948120117,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,26.869876861572266,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,26.923864364624023,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,26.923864364624023,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,27.08584213256836,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,27.4097957611084,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,27.355806350708008,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,27.265806198120117,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,27.193832397460938,244300
1994-01-14,47.375,47.5,47.375,47.40625,27.30181312561035,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,27.30181312561035,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,27.337797164916992,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,27.265806198120117,200800
1994-01-20,47.40625,47.5,47.375,47.46875,27.337797164916992,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,27.2838077545166,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,27.175817489624023,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,27.175817489624023,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,27.24782943725586,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,27.499773025512695,344500
1994-01-28,47.9375,48.03125,47.875,47.875,27.571775436401367,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,27.769729614257812,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,27.625757217407227,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,27.805723190307617,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,27.67975616455078,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,27.049835205078125,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.175817489624023,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.193832397460938,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,27.30181312561035,144600
1994-02-10,47.375,47.40625,47.0,47.0,27.067834854125977,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,27.157827377319336,519400
1994-02-14,47.0625,47.375,47.0,47.21875,27.193832397460938,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,27.337797164916992,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.31980323791504,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,27.157827377319336,342400
1994-02-18,47.1875,47.21875,46.75,46.875,26.9958438873291,313300
1994-02-22,47.0,47.34375,47.0,47.34375,27.265806198120117,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.193832397460938,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,26.83386993408203,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,26.959850311279297,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,26.959850311279297,333000
1994-03-01,46.8125,46.90625,46.375,46.625,26.851871490478516,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,26.887861251831055,581500
1994-03-03,46.625,46.625,46.4375,46.5625,26.815879821777344,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,26.887861251831055,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,27.031843185424805,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,26.923864364624023,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,27.049835205078125,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,26.83386993408203,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,26.977874755859375,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,27.01383399963379,345900
1994-03-15,47.0,47.09375,46.84375,46.875,26.9958438873291,748600
1994-03-16,46.9375,47.25,46.78125,47.25,27.21181869506836,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,27.21181869506836,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,27.205873489379883,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,27.13348388671875,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,27.205873489379883,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,27.187789916992188,698500
1994-03-24,46.75,46.84375,46.15625,46.375,26.86195945739746,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,26.608537673950195,100900
1994-03-28,46.0,46.0625,45.59375,46.0,26.64475440979004,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,26.11981964111328,338400
1994-03-30,45.125,45.25,44.46875,44.46875,25.75780487060547,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,25.830190658569336,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,25.431983947753906,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,25.956918716430664,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,25.956918716430664,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,26.0836124420166,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,25.884511947631836,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,25.99309730529785,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,25.956918716430664,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,25.821149826049805,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,25.830190658569336,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,25.830190658569336,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,25.658246994018555,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,25.69444465637207,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,25.66729736328125,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,26.01120948791504,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,25.98406982421875,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,26.255577087402344,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,26.228437423706055,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,26.03837013244629,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,26.11981964111328,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,26.28273582458496,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,26.255577087402344,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,26.210325241088867,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,26.17412757873535,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,25.920711517333984,216300
1994-05-09,44.625,44.75,44.28125,44.359375,25.69444465637207,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,25.893550872802734,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,25.658246994018555,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,25.784963607788086,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,25.784963607788086,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,25.794002532958984,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,26.17412757873535,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,26.364179611206055,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.490886688232422,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,26.391324996948242,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,26.346086502075195,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,26.454687118530273,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,26.527101516723633,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,26.545194625854492,369600
1994-05-27,45.75,45.875,45.671875,45.875,26.572341918945312,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,26.536151885986328,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,26.6538143157959,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,26.626632690429688,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,26.78050994873047,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,26.77146339416504,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,26.735261917114258,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,26.518037796020508,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,26.66283416748047,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,26.708097457885742,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,26.744306564331055,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,26.952472686767578,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,26.843854904174805,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,26.898164749145508,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,26.748027801513672,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,26.520267486572266,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,26.292503356933594,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,26.39272117614746,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,26.23784828186035,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,25.691226959228516,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.137622833251953,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,26.010089874267578,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,26.092079162597656,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,25.92809295654297,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,25.982744216918945,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,26.119415283203125,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,26.08296775817871,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,26.19230079650879,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,26.183183670043945,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,26.092079162597656,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,26.128536224365234,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,26.17407989501953,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,26.456497192382812,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,26.465604782104492,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,26.51115608215332,72300
1994-07-19,45.546875,45.5625,45.375,45.375,26.456497192382812,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,26.338056564331055,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.39272117614746,86300
1994-07-22,45.375,45.40625,45.25,45.34375,26.438268661499023,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,26.47470474243164,120900
